,from,to,cost
295,1.0,125.0,0.33536801808620076
296,1.0,126.0,0.5124166264876564
297,1.0,127.0,-0.09059590310801371
298,1.0,128.0,0.36644586673480845
299,1.0,129.0,0.42954611515719165
300,1.0,130.0,0.5108386715990039
301,1.0,131.0,0.03831691948690788
302,1.0,132.0,0.0915644405353005
303,1.0,133.0,0.5554123928639602
304,1.0,134.0,0.27528334695623957
305,1.0,135.0,0.20949671419126673
306,1.0,136.0,0.6501903121740241
307,1.0,137.0,0.5113566537343021
308,1.0,138.0,0.5522487832990415
309,1.0,139.0,-0.12766380457488855
310,1.0,140.0,0.39990427682770735
311,1.0,141.0,0.6433273138963617
312,1.0,142.0,0.2843557440704689
313,1.0,143.0,0.3810454182702523
314,1.0,144.0,0.3374105056784434
315,1.0,145.0,0.6805040108531518
316,1.0,146.0,0.4941202989638385
317,1.0,147.0,0.5595322392680822
318,1.0,148.0,-0.09196376069664791
319,1.0,149.0,0.4062526791822625
320,1.0,150.0,0.2745619465666721
321,1.0,151.0,0.3366311116474569
322,1.0,152.0,0.1530085144539658
323,1.0,153.0,0.43286599477471754
324,1.0,154.0,0.3233569670757559
325,1.0,155.0,0.31820081635658615
326,1.0,156.0,0.4598285218841025
327,1.0,157.0,0.3661158363096298
328,1.0,158.0,0.6150697388744568
329,1.0,159.0,0.3063312608248917
330,1.0,160.0,0.6376885417088208
331,1.0,161.0,0.4531585909765485
332,1.0,162.0,-0.1679346198186718
333,1.0,163.0,0.2581491050319813
334,1.0,164.0,0.43218571270500494
335,1.0,165.0,0.472331707151881
336,1.0,166.0,0.4457210952830367
337,1.0,167.0,0.3726713113957231
338,1.0,168.0,0.30460319661549295
339,1.0,169.0,0.325247733919272
340,1.0,170.0,0.25110560829606615
341,1.0,171.0,0.07146085653404921
342,2.0,0.0,0.7481340219593742
343,2.0,1.0,0.46209726266587087
344,2.0,3.0,0.7333977652451966
345,2.0,4.0,0.7282858928848813
346,2.0,5.0,0.7470493208212617
347,2.0,6.0,-0.2475267343887614
348,2.0,7.0,0.6171830257898452
349,2.0,8.0,0.6569171214732085
350,2.0,9.0,0.8312934996299614
351,2.0,10.0,0.8194541266399717
352,2.0,11.0,0.7348121331547312
353,2.0,12.0,0.5594562254213368
354,2.0,13.0,0.7524369426876509
355,2.0,14.0,0.739524518211526
356,2.0,15.0,0.6665863801736073
357,2.0,16.0,0.6161865681991062
358,2.0,17.0,0.535303290918219
359,2.0,18.0,0.6831696334883206
360,2.0,19.0,0.5404371227775677
361,2.0,20.0,0.28480260292043286
362,2.0,21.0,0.3961157065196157
363,2.0,22.0,-0.27121512246354096
364,2.0,23.0,0.6027841142834738
365,2.0,24.0,0.6684436503439184
366,2.0,25.0,0.6472022816518372
367,2.0,26.0,0.1592600187288594
368,2.0,27.0,0.31933011400979605
369,2.0,28.0,0.4500692707076999
370,2.0,29.0,0.07774893353992227
371,2.0,30.0,0.17270147152678256
372,2.0,31.0,0.38418917151292203
373,2.0,32.0,0.7031886735951592
374,2.0,33.0,-0.24651211545279017
375,2.0,34.0,0.7403958452630567
376,2.0,35.0,-0.2027916933306314
377,2.0,36.0,-0.03194663127812132
378,2.0,37.0,-0.021761510975430103
379,2.0,38.0,0.3050191361278395
380,2.0,39.0,0.2620379928966568
381,2.0,40.0,0.523435510847575
382,2.0,41.0,0.004668608762755662
383,2.0,42.0,0.32697202442147244
384,2.0,43.0,0.8264765133801513
385,2.0,44.0,0.7729302638952494
386,2.0,45.0,0.47438144167091806
387,2.0,46.0,0.7192398468892665
388,2.0,47.0,0.013156774080194472
389,2.0,48.0,-0.39568019434653157
390,2.0,49.0,0.34829362330527913
391,2.0,50.0,-0.01765450143643746
392,2.0,51.0,-0.608851722680177
393,2.0,52.0,-0.2601726336983145
394,2.0,53.0,0.6180272063558722
395,2.0,54.0,0.5964186088915588
396,2.0,55.0,0.5452719525359422
397,2.0,56.0,0.5618949193181051
398,2.0,57.0,0.19644530516660666
399,2.0,58.0,-0.3625759509448976
400,2.0,59.0,-0.08636112564424168
401,2.0,60.0,0.0028588749025018193
402,2.0,61.0,-0.4767627543807203
403,2.0,62.0,-0.2575356184454786
404,2.0,63.0,-0.11117543049795213
405,2.0,64.0,0.128134804072505
406,2.0,65.0,-0.2409476007544052
407,2.0,66.0,-0.21022641275349824
408,2.0,67.0,-0.05207902270252739
409,2.0,68.0,0.2929957653753589
410,2.0,69.0,-0.265918044508215
411,2.0,70.0,0.010563979624401192
412,2.0,71.0,0.08720532073665213
413,2.0,72.0,0.31338157614086376
414,2.0,73.0,0.6177718035891133
415,2.0,74.0,-0.411650085745468
416,2.0,75.0,0.08825838773471509
417,2.0,76.0,0.025028499703919297
418,2.0,77.0,0.10111819458903623
419,2.0,78.0,0.06770617707912541
420,2.0,79.0,0.16292304607292746
421,2.0,80.0,0.7819743676989631
422,2.0,81.0,0.28257039722979244
423,2.0,82.0,-0.3039475030762493
424,2.0,83.0,0.569592257256208
425,2.0,84.0,0.2945510196745152
426,2.0,85.0,-0.1740068124749459
427,2.0,86.0,0.6620180446815355
428,2.0,87.0,0.4943029769450205
429,2.0,88.0,0.21749883863975428
430,2.0,89.0,0.5719442002372997
431,2.0,90.0,0.5330240975182193
432,2.0,91.0,-0.04679312112646309
433,2.0,92.0,0.2736191278442555
434,2.0,93.0,0.12248956522081952
435,2.0,94.0,-0.050984298781911006
436,2.0,95.0,-0.3172981929965419
437,2.0,96.0,-0.3890316110261874
438,2.0,97.0,0.27145769573442624
439,2.0,98.0,0.42812954315777546
440,2.0,99.0,-0.3383347565894022
441,2.0,100.0,0.6903091811177747
442,2.0,101.0,0.8024027196095708
443,2.0,102.0,0.46130038846749627
444,2.0,103.0,-0.09360255753562409
445,2.0,104.0,0.2828130998149247
446,2.0,105.0,0.37506570096266645
447,2.0,106.0,-0.1352404799510562
448,2.0,107.0,0.6131196451466931
449,2.0,108.0,0.5217934488723955
450,2.0,109.0,0.5818895274508809
451,2.0,110.0,0.21672540258142475
452,2.0,111.0,0.18666021200385133
453,2.0,112.0,0.1472812326795957
454,2.0,113.0,0.01828617179821093
455,2.0,114.0,0.18893706005844094
456,2.0,115.0,0.5021759876031044
457,2.0,116.0,-0.0061919321965175945
458,2.0,117.0,-0.18264343218868498
459,2.0,118.0,-0.08312419989845406
460,2.0,119.0,0.08315011107359621
461,2.0,120.0,0.806639965327405
462,2.0,121.0,-0.30174814239081993
463,2.0,122.0,0.02099758744397759
464,2.0,123.0,0.5046285718861888
465,2.0,124.0,0.4629523184559493
466,2.0,125.0,-0.02518802392019422
467,2.0,126.0,0.42916343517650524
468,2.0,127.0,-0.24739151012848512
469,2.0,128.0,0.00557852253001163
470,2.0,129.0,0.24203755480698472
471,2.0,130.0,0.4157904139815239
472,2.0,131.0,-0.5143405668863343
473,2.0,132.0,0.3612636098098065
474,2.0,133.0,0.6768937649636254
475,2.0,134.0,0.08693149278684968
476,2.0,135.0,0.31570995280029784
477,2.0,136.0,0.43982600513729647
478,2.0,137.0,0.5132738734389509
479,2.0,138.0,0.22968380063521435
480,2.0,139.0,-0.17327824778162762
481,2.0,140.0,0.45133541950583284
482,2.0,141.0,0.625841397657628
483,2.0,142.0,0.0243405428577573
484,2.0,143.0,0.27330998514191146
485,2.0,144.0,-0.13479055776881343
486,2.0,145.0,0.5358563298958111
487,2.0,146.0,0.6881123009770532
488,2.0,147.0,0.5719060338670284
489,2.0,148.0,-0.35189862673215844
490,2.0,149.0,0.1364692640952687
491,2.0,150.0,0.2876113322720157
492,2.0,151.0,0.4336464182498433
493,2.0,152.0,-0.29031050378160417
494,2.0,153.0,0.8004435208362164
495,2.0,154.0,0.47417377944864353
496,2.0,155.0,0.1178513464509528
497,2.0,156.0,0.3969122714053051
498,2.0,157.0,-0.024718569676541076
499,2.0,158.0,0.46364462631186054
500,2.0,159.0,-0.20772226183680456
501,2.0,160.0,0.5102452941740451
502,2.0,161.0,0.35376236835267844
503,2.0,162.0,-0.3697671122685794
504,2.0,163.0,0.07466616450555658
505,2.0,164.0,0.026733194429137755
506,2.0,165.0,0.6029853499236649
507,2.0,166.0,0.6740983840413357
508,2.0,167.0,0.1185529355436798
509,2.0,168.0,-0.010711685874589564
510,2.0,169.0,-0.07731452060985866
511,2.0,170.0,-0.22678887542004383
512,2.0,171.0,-0.22825998830655364
513,3.0,0.0,0.8707349214943458
514,3.0,1.0,0.6355691236487332
515,3.0,2.0,0.7333977652451966
516,3.0,4.0,0.8455516581640652
517,3.0,5.0,0.9502003439490369
518,3.0,6.0,-0.21908577737050133
519,3.0,7.0,0.5958757324637887
520,3.0,8.0,0.8041248209069225
521,3.0,9.0,0.8679436033981455
522,3.0,10.0,0.8660579132200643
523,3.0,11.0,0.9636963806997358
524,3.0,12.0,0.8545408134819877
525,3.0,13.0,0.8662521544498689
526,3.0,14.0,0.9218571745509336
527,3.0,15.0,0.8893484162659476
528,3.0,16.0,0.8534522655237803
529,3.0,17.0,0.5197250752296497
530,3.0,18.0,0.8063005459498213
531,3.0,19.0,0.7341611254813074
532,3.0,20.0,0.3798254289419235
533,3.0,21.0,0.515644050634933
534,3.0,22.0,-0.23945648868578412
535,3.0,23.0,0.6586149685581889
536,3.0,24.0,0.6567939783992754
537,3.0,25.0,0.7158504746656607
538,3.0,26.0,0.2883319194457996
539,3.0,27.0,0.44555643743792084
540,3.0,28.0,0.4650117881036261
541,3.0,29.0,0.27807317499966655
542,3.0,30.0,0.33052422766432155
543,3.0,31.0,0.5233979619379222
544,3.0,32.0,0.8721124485447304
545,3.0,33.0,-0.17026771887999145
546,3.0,34.0,0.8817406358888613
547,3.0,35.0,-0.021731707359785263
548,3.0,36.0,0.18939180604584652
549,3.0,37.0,0.173637166761974
550,3.0,38.0,0.2769231015510852
551,3.0,39.0,0.1622874894161185
552,3.0,40.0,0.509929785245589
553,3.0,41.0,-0.1344785434891679
554,3.0,42.0,0.6554400858093901
555,3.0,43.0,0.8027955386812949
556,3.0,44.0,0.8404474514572895
557,3.0,45.0,0.45189519868089395
558,3.0,46.0,0.7865898870946603
559,3.0,47.0,0.3463029438591533
560,3.0,48.0,-0.13450663473061725
561,3.0,49.0,0.5493862436546899
562,3.0,50.0,0.26747645061997827
563,3.0,51.0,-0.578023335959099
564,3.0,52.0,-0.08167082738971883
565,3.0,53.0,0.5414042990816145
566,3.0,54.0,0.6256249516300513
567,3.0,55.0,0.6789894361906842
568,3.0,56.0,0.6855156803717545
569,3.0,57.0,0.40706365451771137
570,3.0,58.0,-0.2295575301286387
571,3.0,59.0,-0.169051234945091
572,3.0,60.0,0.08717838639447478
573,3.0,61.0,-0.4147274136077262
574,3.0,62.0,-0.19534180693788064
575,3.0,63.0,0.08043674264525741
576,3.0,64.0,0.37927595996954594
577,3.0,65.0,-0.18593666432267136
578,3.0,66.0,0.0016321717971591637
579,3.0,67.0,-0.12892843404473806
580,3.0,68.0,0.2478810324453424
581,3.0,69.0,0.0993745361774829
582,3.0,70.0,0.07993862346936842
583,3.0,71.0,0.12419818034330354
584,3.0,72.0,0.27158611150114076
585,3.0,73.0,0.7277400104648981
586,3.0,74.0,-0.19878397430130626
587,3.0,75.0,0.05388956508588898
588,3.0,76.0,-0.021947783016591716
589,3.0,77.0,0.06303671610619294
590,3.0,78.0,0.2633572489036036
591,3.0,79.0,0.3432863221840871
592,3.0,80.0,0.7517543738245726
593,3.0,81.0,0.3356465214130533
594,3.0,82.0,-0.22092311309579946
595,3.0,83.0,0.747387196942542
596,3.0,84.0,0.4758912169353834
597,3.0,85.0,-0.0940383092177767
598,3.0,86.0,0.8586053919143878
599,3.0,87.0,0.6152474035138079
600,3.0,88.0,0.5071629330610811
601,3.0,89.0,0.5408159498089542
602,3.0,90.0,0.42818839115898566
603,3.0,91.0,-0.049692155594730156
604,3.0,92.0,0.10316354943465016
605,3.0,93.0,0.2198671833204692
606,3.0,94.0,-0.052201558461788804
607,3.0,95.0,-0.2229929760006227
608,3.0,96.0,-0.15254095268239942
609,3.0,97.0,0.423153792467255
610,3.0,98.0,0.6042951512919248
611,3.0,99.0,-0.20299616676694085
612,3.0,100.0,0.7845321935886316
613,3.0,101.0,0.8013680003314096
614,3.0,102.0,0.43131536055961894
615,3.0,103.0,0.04079453966716644
616,3.0,104.0,0.5435928272252717
617,3.0,105.0,0.374796175550044
618,3.0,106.0,-0.17984738517273965
619,3.0,107.0,0.6542426576534021
620,3.0,108.0,0.6935611699378011
621,3.0,109.0,0.6369801019844177
622,3.0,110.0,0.4284684702971023
623,3.0,111.0,0.3535521215058577
624,3.0,112.0,0.3900340850657835
625,3.0,113.0,0.10075003083469262
626,3.0,114.0,0.2666617776169002
627,3.0,115.0,0.703171725594328
628,3.0,116.0,0.10044061956426172
629,3.0,117.0,0.10165737820854624
630,3.0,118.0,0.13825850827081337
631,3.0,119.0,0.38004592581193825
632,3.0,120.0,0.9194932463276414
633,3.0,121.0,-0.025868093015896133
634,3.0,122.0,0.14721158430570402
635,3.0,123.0,0.5114623049225758
636,3.0,124.0,0.5226440466533633
637,3.0,125.0,0.2783578238749379
638,3.0,126.0,0.5046265857989792
639,3.0,127.0,-0.2069607853293484
640,3.0,128.0,0.20013704029666324
641,3.0,129.0,0.5844941902734501
642,3.0,130.0,0.5673936914741756
643,3.0,131.0,-0.33205488826942187
644,3.0,132.0,0.2738417916937626
645,3.0,133.0,0.690523681710463
646,3.0,134.0,0.3791327049633608
647,3.0,135.0,0.25333778138743535
648,3.0,136.0,0.6678360092439353
649,3.0,137.0,0.5587373295977599
650,3.0,138.0,0.44682540263213855
651,3.0,139.0,-0.15811241375447455
652,3.0,140.0,0.5572973272151058
653,3.0,141.0,0.700987882848496
654,3.0,142.0,0.1892092957386317
655,3.0,143.0,0.3586804291191242
656,3.0,144.0,-0.006235196354323362
657,3.0,145.0,0.7584397170794228
658,3.0,146.0,0.8049448376728574
659,3.0,147.0,0.6836268260282603
660,3.0,148.0,-0.2047536636351071
661,3.0,149.0,0.30444634787243646
662,3.0,150.0,0.37057757156497917
663,3.0,151.0,0.6080572094679616
664,3.0,152.0,-0.09866265758635295
665,3.0,153.0,0.7106100753386286
666,3.0,154.0,0.48438559862968855
667,3.0,155.0,0.393622679340835
668,3.0,156.0,0.6114197930981499
669,3.0,157.0,0.24046243251321942
670,3.0,158.0,0.578188626936406
671,3.0,159.0,0.007788047710017355
672,3.0,160.0,0.6726397799150414
673,3.0,161.0,0.4967968244545686
674,3.0,162.0,-0.33001795467140765
675,3.0,163.0,0.18997267588486588
676,3.0,164.0,0.33328982464440504
677,3.0,165.0,0.5463061559484906
678,3.0,166.0,0.585351103507539
679,3.0,167.0,0.2781285341452599
680,3.0,168.0,0.2969107240804871
681,3.0,169.0,0.23132277192046496
682,3.0,170.0,0.1631685066687483
683,3.0,171.0,0.0013730334402164096
684,4.0,0.0,0.775136390521823
685,4.0,1.0,0.6259147054402496
686,4.0,2.0,0.7282858928848813
687,4.0,3.0,0.8455516581640653
688,4.0,5.0,0.8969450972172249
689,4.0,6.0,-0.11747641795183388
690,4.0,7.0,0.6206964024387162
691,4.0,8.0,0.8709374481409881
692,4.0,9.0,0.8240852336842894
693,4.0,10.0,0.8532890033108896
694,4.0,11.0,0.8323656497150814
695,4.0,12.0,0.6534822162950421
696,4.0,13.0,0.8585370522778454
697,4.0,14.0,0.8396868376429969
698,4.0,15.0,0.7436674238712201
699,4.0,16.0,0.6064475365785151
700,4.0,17.0,0.6907979006502787
701,4.0,18.0,0.7894505519301309
702,4.0,19.0,0.5332441081072358
703,4.0,20.0,0.3462584465437879
704,4.0,21.0,0.5002468700991644
705,4.0,22.0,-0.22404959382155282
706,4.0,23.0,0.700447266900445
707,4.0,24.0,0.767108454172776
708,4.0,25.0,0.8005539400343907
709,4.0,26.0,0.33606076302141435
710,4.0,27.0,0.4669250150298572
711,4.0,28.0,0.6392331704827199
712,4.0,29.0,0.19436059843486483
713,4.0,30.0,0.3767817908643441
714,4.0,31.0,0.4839686154767001
715,4.0,32.0,0.7667690294195975
716,4.0,33.0,-0.17396207662874927
717,4.0,34.0,0.8689975057376763
718,4.0,35.0,-0.00442838596423228
719,4.0,36.0,0.1629578835572459
720,4.0,37.0,0.16999857156521853
721,4.0,38.0,0.38098037665802414
722,4.0,39.0,0.25775260736483807
723,4.0,40.0,0.6368429173690604
724,4.0,41.0,-0.05911395211797135
725,4.0,42.0,0.4767844402232621
726,4.0,43.0,0.8017027224502143
727,4.0,44.0,0.8233419359173857
728,4.0,45.0,0.6079815812018807
729,4.0,46.0,0.6733476751310649
